country,seasonality,year_month,unemployment,unemployment_rate,date,year,month
dk,sa,2004.02,162000,5.6,2/1/2004,2004,2
dk,sa,2004.03,159000,5.5,3/1/2004,2004,3
dk,sa,2004.04,158000,5.5,4/1/2004,2004,4
dk,sa,2004.05,156000,5.4,5/1/2004,2004,5
dk,sa,2004.06,159000,5.5,6/1/2004,2004,6
dk,sa,2004.07,164000,5.6,7/1/2004,2004,7
dk,sa,2004.08,163000,5.6,8/1/2004,2004,8
dk,sa,2004.09,163000,5.6,9/1/2004,2004,9
dk,sa,2004.11,155000,5.4,11/1/2004,2004,11
dk,sa,2004.12,153000,5.3,12/1/2004,2004,12
dk,sa,2005.01,152000,5.3,1/1/2005,2005,1
dk,sa,2005.02,150000,5.2,2/1/2005,2005,2
dk,sa,2005.03,151000,5.2,3/1/2005,2005,3
dk,sa,2005.04,150000,5.2,4/1/2005,2005,4
dk,sa,2005.05,145000,5,5/1/2005,2005,5
dk,sa,2005.06,143000,5,6/1/2005,2005,6
dk,sa,2005.07,143000,5,7/1/2005,2005,7
dk,sa,2005.08,136000,4.7,8/1/2005,2005,8
dk,sa,2005.09,131000,4.5,9/1/2005,2005,9
dk,sa,2005.11,121000,4.2,11/1/2005,2005,11
dk,sa,2005.12,119000,4.1,12/1/2005,2005,12
dk,sa,2006.01,119000,4.1,1/1/2006,2006,1
dk,sa,2006.02,121000,4.2,2/1/2006,2006,2
dk,sa,2006.03,121000,4.2,3/1/2006,2006,3
dk,sa,2006.04,121000,4.2,4/1/2006,2006,4
dk,sa,2006.05,119000,4.1,5/1/2006,2006,5
dk,sa,2006.06,116000,4,6/1/2006,2006,6
dk,sa,2006.07,112000,3.8,7/1/2006,2006,7
dk,sa,2006.08,109000,3.7,8/1/2006,2006,8
dk,sa,2006.09,106000,3.6,9/1/2006,2006,9
dk,sa,2006.11,107000,3.6,11/1/2006,2006,11
dk,sa,2006.12,113000,3.8,12/1/2006,2006,12
dk,sa,2007.01,117000,4,1/1/2007,2007,1
dk,sa,2007.02,122000,4.2,2/1/2007,2007,2
dk,sa,2007.03,119000,4.1,3/1/2007,2007,3
dk,sa,2007.04,110000,3.8,4/1/2007,2007,4
dk,sa,2007.05,108000,3.7,5/1/2007,2007,5
dk,sa,2007.06,109000,3.7,6/1/2007,2007,6
dk,sa,2007.07,113000,3.9,7/1/2007,2007,7
dk,sa,2007.08,114000,3.9,8/1/2007,2007,8
dk,sa,2007.09,109000,3.8,9/1/2007,2007,9
dk,sa,2007.11,98000,3.4,11/1/2007,2007,11
dk,sa,2007.12,95000,3.3,12/1/2007,2007,12
dk,sa,2008.01,97000,3.3,1/1/2008,2008,1
dk,sa,2008.02,96000,3.3,2/1/2008,2008,2
dk,sa,2008.03,93000,3.2,3/1/2008,2008,3
dk,sa,2008.04,91000,3.1,4/1/2008,2008,4
dk,sa,2008.05,92000,3.1,5/1/2008,2008,5
dk,sa,2008.06,92000,3.1,6/1/2008,2008,6
dk,sa,2008.07,95000,3.2,7/1/2008,2008,7
dk,sa,2008.08,98000,3.3,8/1/2008,2008,8
dk,sa,2008.09,100000,3.4,9/1/2008,2008,9
dk,sa,2008.11,110000,3.7,11/1/2008,2008,11
dk,sa,2008.12,119000,4,12/1/2008,2008,12
dk,sa,2009.01,129000,4.3,1/1/2009,2009,1
dk,sa,2009.02,139000,4.7,2/1/2009,2009,2
dk,sa,2009.03,157000,5.3,3/1/2009,2009,3
dk,sa,2009.04,173000,5.8,4/1/2009,2009,4
dk,sa,2009.05,179000,6.1,5/1/2009,2009,5
dk,sa,2009.06,185000,6.2,6/1/2009,2009,6
dk,sa,2009.07,181000,6.1,7/1/2009,2009,7
dk,sa,2009.08,180000,6.1,8/1/2009,2009,8
dk,sa,2009.09,191000,6.5,9/1/2009,2009,9
dk,sa,2009.11,209000,7.2,11/1/2009,2009,11
dk,sa,2009.12,209000,7.2,12/1/2009,2009,12
dk,sa,2010.01,206000,7.1,1/1/2010,2010,1
dk,sa,2010.02,209000,7.1,2/1/2010,2010,2
dk,sa,2010.03,216000,7.3,3/1/2010,2010,3
dk,sa,2010.04,222000,7.5,4/1/2010,2010,4
dk,sa,2010.05,220000,7.4,5/1/2010,2010,5
dk,sa,2010.06,220000,7.5,6/1/2010,2010,6
dk,sa,2010.07,215000,7.3,7/1/2010,2010,7
dk,sa,2010.08,214000,7.3,8/1/2010,2010,8
dk,sa,2010.09,222000,7.6,9/1/2010,2010,9
dk,sa,2010.11,232000,8,11/1/2010,2010,11
dk,sa,2010.12,238000,8.2,12/1/2010,2010,12
ee,sa,2000.01,92000,13.9,1/1/2000,2000,1
ee,sa,2000.02,92000,13.9,2/1/2000,2000,2
ee,sa,2000.03,92000,13.9,3/1/2000,2000,3
ee,sa,2000.04,86000,13.1,4/1/2000,2000,4
ee,sa,2000.05,86000,13.1,5/1/2000,2000,5
ee,sa,2000.06,86000,13.1,6/1/2000,2000,6
ee,sa,2000.07,90000,13.5,7/1/2000,2000,7
ee,sa,2000.08,90000,13.5,8/1/2000,2000,8
ee,sa,2000.09,90000,13.5,9/1/2000,2000,9
ee,sa,2000.11,94000,14.1,11/1/2000,2000,11
ee,sa,2000.12,94000,14.1,12/1/2000,2000,12
ee,sa,2001.01,89000,13.4,1/1/2001,2001,1
ee,sa,2001.02,89000,13.4,2/1/2001,2001,2
ee,sa,2001.03,89000,13.4,3/1/2001,2001,3
ee,sa,2001.04,82000,12.4,4/1/2001,2001,4
ee,sa,2001.05,82000,12.4,5/1/2001,2001,5
ee,sa,2001.06,82000,12.4,6/1/2001,2001,6
ee,sa,2001.07,83000,12.5,7/1/2001,2001,7
ee,sa,2001.08,83000,12.5,8/1/2001,2001,8
ee,sa,2001.09,83000,12.5,9/1/2001,2001,9
ee,sa,2001.11,79000,12,11/1/2001,2001,11
ee,sa,2001.12,79000,12,12/1/2001,2001,12
ee,sa,2002.01,69000,10.6,1/1/2002,2002,1
ee,sa,2002.02,69000,10.6,2/1/2002,2002,2
ee,sa,2002.03,69000,10.6,3/1/2002,2002,3
ee,sa,2002.04,61000,9.5,4/1/2002,2002,4
ee,sa,2002.05,61000,9.5,5/1/2002,2002,5
ee,sa,2002.06,61000,9.5,6/1/2002,2002,6
ee,sa,2002.07,62000,9.6,7/1/2002,2002,7
ee,sa,2002.08,62000,9.6,8/1/2002,2002,8
ee,sa,2002.09,62000,9.6,9/1/2002,2002,9
ee,sa,2002.11,76000,11.4,11/1/2002,2002,11
ee,sa,2002.12,76000,11.4,12/1/2002,2002,12
ee,sa,2003.01,65000,10,1/1/2003,2003,1
ee,sa,2003.02,65000,10,2/1/2003,2003,2
ee,sa,2003.03,65000,10,3/1/2003,2003,3
ee,sa,2003.04,71000,10.7,4/1/2003,2003,4
ee,sa,2003.05,71000,10.7,5/1/2003,2003,5
ee,sa,2003.06,71000,10.7,6/1/2003,2003,6
ee,sa,2003.07,66000,9.8,7/1/2003,2003,7
ee,sa,2003.08,66000,9.8,8/1/2003,2003,8
ee,sa,2003.09,66000,9.8,9/1/2003,2003,9
ee,sa,2003.11,62000,9.4,11/1/2003,2003,11
ee,sa,2003.12,62000,9.4,12/1/2003,2003,12
ee,sa,2004.01,63000,9.6,1/1/2004,2004,1
ee,sa,2004.02,63000,9.6,2/1/2004,2004,2
ee,sa,2004.03,63000,9.6,3/1/2004,2004,3
ee,sa,2004.04,66000,10,4/1/2004,2004,4
ee,sa,2004.05,66000,10,5/1/2004,2004,5
ee,sa,2004.06,66000,10,6/1/2004,2004,6
ee,sa,2004.07,68000,10.4,7/1/2004,2004,7
ee,sa,2004.08,68000,10.4,8/1/2004,2004,8
ee,sa,2004.09,68000,10.4,9/1/2004,2004,9
ee,sa,2004.11,56000,8.6,11/1/2004,2004,11
ee,sa,2004.12,56000,8.6,12/1/2004,2004,12
ee,sa,2005.01,59000,8.9,1/1/2005,2005,1
ee,sa,2005.02,59000,8.9,2/1/2005,2005,2
ee,sa,2005.03,59000,8.9,3/1/2005,2005,3
ee,sa,2005.04,54000,8.1,4/1/2005,2005,4
ee,sa,2005.05,54000,8.1,5/1/2005,2005,5
ee,sa,2005.06,54000,8.1,6/1/2005,2005,6
ee,sa,2005.07,47000,7.3,7/1/2005,2005,7
ee,sa,2005.08,47000,7.3,8/1/2005,2005,8
ee,sa,2005.09,47000,7.3,9/1/2005,2005,9
ee,sa,2005.11,47000,7.1,11/1/2005,2005,11
ee,sa,2005.12,47000,7.1,12/1/2005,2005,12
ee,sa,2006.01,41000,6,1/1/2006,2006,1
ee,sa,2006.02,41000,6,2/1/2006,2006,2
ee,sa,2006.03,41000,6,3/1/2006,2006,3
ee,sa,2006.04,43000,6.2,4/1/2006,2006,4
ee,sa,2006.05,43000,6.2,5/1/2006,2006,5
ee,sa,2006.06,43000,6.2,6/1/2006,2006,6
ee,sa,2006.07,38000,5.6,7/1/2006,2006,7
ee,sa,2006.08,38000,5.6,8/1/2006,2006,8
ee,sa,2006.09,38000,5.6,9/1/2006,2006,9
ee,sa,2006.11,39000,5.7,11/1/2006,2006,11
ee,sa,2006.12,39000,5.7,12/1/2006,2006,12
ee,sa,2007.01,34000,5,1/1/2007,2007,1
ee,sa,2007.02,34000,5,2/1/2007,2007,2
ee,sa,2007.03,34000,5,3/1/2007,2007,3
ee,sa,2007.04,35000,5.1,4/1/2007,2007,4
ee,sa,2007.05,35000,5.1,5/1/2007,2007,5
ee,sa,2007.06,35000,5.1,6/1/2007,2007,6
ee,sa,2007.07,30000,4.3,7/1/2007,2007,7
ee,sa,2007.08,30000,4.3,8/1/2007,2007,8
ee,sa,2007.09,30000,4.3,9/1/2007,2007,9
ee,sa,2007.11,28000,4.2,11/1/2007,2007,11
ee,sa,2007.12,28000,4.2,12/1/2007,2007,12
ee,sa,2008.01,27000,4,1/1/2008,2008,1
ee,sa,2008.02,27000,4,2/1/2008,2008,2
ee,sa,2008.03,27000,4,3/1/2008,2008,3
ee,sa,2008.04,28000,4.1,4/1/2008,2008,4
ee,sa,2008.05,28000,4.1,5/1/2008,2008,5
ee,sa,2008.06,28000,4.1,6/1/2008,2008,6
ee,sa,2008.07,45000,6.5,7/1/2008,2008,7
ee,sa,2008.08,45000,6.5,8/1/2008,2008,8
ee,sa,2008.09,45000,6.5,9/1/2008,2008,9
ee,sa,2008.11,55000,7.7,11/1/2008,2008,11
ee,sa,2008.12,55000,7.7,12/1/2008,2008,12
ee,sa,2009.01,76000,10.9,1/1/2009,2009,1
ee,sa,2009.02,76000,10.9,2/1/2009,2009,2
ee,sa,2009.03,76000,10.9,3/1/2009,2009,3
ee,sa,2009.04,92000,13.4,4/1/2009,2009,4
ee,sa,2009.05,92000,13.4,5/1/2009,2009,5
ee,sa,2009.06,92000,13.4,6/1/2009,2009,6
ee,sa,2009.07,106000,15.2,7/1/2009,2009,7
ee,sa,2009.08,106000,15.2,8/1/2009,2009,8
ee,sa,2009.09,106000,15.2,9/1/2009,2009,9
ee,sa,2009.11,108000,15.7,11/1/2009,2009,11
ee,sa,2009.12,108000,15.7,12/1/2009,2009,12
ee,sa,2010.01,131000,19,1/1/2010,2010,1
ee,sa,2010.02,131000,19,2/1/2010,2010,2
ee,sa,2010.03,131000,19,3/1/2010,2010,3
ee,sa,2010.04,127000,18.5,4/1/2010,2010,4
ee,sa,2010.05,127000,18.5,5/1/2010,2010,5
ee,sa,2010.06,127000,18.5,6/1/2010,2010,6
ee,sa,2010.07,110000,16.1,7/1/2010,2010,7
ee,sa,2010.08,110000,16.1,8/1/2010,2010,8
ee,sa,2010.09,110000,16.1,9/1/2010,2010,9
es,sa,1983.01,1950000,,1/1/1983,1983,1
es,sa,1983.02,1960000,,2/1/1983,1983,2
es,sa,1983.03,1923000,,3/1/1983,1983,3
es,sa,1983.04,1950000,,4/1/1983,1983,4
es,sa,1983.05,1953000,,5/1/1983,1983,5
es,sa,1983.06,1982000,,6/1/1983,1983,6
es,sa,1983.07,2009000,,7/1/1983,1983,7
es,sa,1983.08,2031000,,8/1/1983,1983,8
es,sa,1983.09,2039000,,9/1/1983,1983,9
es,sa,1983.11,2075000,,11/1/1983,1983,11
es,sa,1983.12,2121000,,12/1/1983,1983,12
es,sa,1984.01,2188000,,1/1/1984,1984,1
es,sa,1984.02,2231000,,2/1/1984,1984,2
es,sa,1984.03,2247000,,3/1/1984,1984,3
es,sa,1984.04,2277000,,4/1/1984,1984,4
es,sa,1984.05,2290000,,5/1/1984,1984,5
es,sa,1984.06,2299000,,6/1/1984,1984,6
es,sa,1984.07,2313000,,7/1/1984,1984,7
es,sa,1984.08,2352000,,8/1/1984,1984,8
es,sa,1984.09,2394000,,9/1/1984,1984,9
es,sa,1984.11,2456000,,11/1/1984,1984,11
es,sa,1984.12,2464000,,12/1/1984,1984,12
es,sa,1985.01,2438000,,1/1/1985,1985,1
es,sa,1985.02,2466000,,2/1/1985,1985,2
es,sa,1985.03,2486000,,3/1/1985,1985,3
es,sa,1985.04,2495000,,4/1/1985,1985,4
es,sa,1985.05,2515000,,5/1/1985,1985,5
es,sa,1985.06,2520000,,6/1/1985,1985,6
es,sa,1985.07,2522000,,7/1/1985,1985,7
es,sa,1985.08,2517000,,8/1/1985,1985,8
es,sa,1985.09,2514000,,9/1/1985,1985,9
es,sa,1985.11,2527000,,11/1/1985,1985,11
es,sa,1985.12,2509000,,12/1/1985,1985,12
es,sa,1986.01,2513000,,1/1/1986,1986,1
es,sa,1986.02,2510000,,2/1/1986,1986,2
es,sa,1986.03,2513000,,3/1/1986,1986,3
es,sa,1986.04,2518000,17.7,4/1/1986,1986,4
es,sa,1986.05,2502000,17.5,5/1/1986,1986,5
es,sa,1986.06,2481000,17.4,6/1/1986,1986,6
es,sa,1986.07,2485000,17.4,7/1/1986,1986,7
es,sa,1986.08,2476000,17.3,8/1/1986,1986,8
es,sa,1986.09,2480000,17.3,9/1/1986,1986,9
es,sa,1986.11,2494000,17.3,11/1/1986,1986,11
es,sa,1986.12,2495000,17.3,12/1/1986,1986,12
es,sa,1987.01,2501000,17.3,1/1/1987,1987,1
es,sa,1987.02,2500000,17.2,2/1/1987,1987,2
es,sa,1987.03,2497000,17.2,3/1/1987,1987,3
es,sa,1987.04,2499000,16.9,4/1/1987,1987,4
es,sa,1987.05,2502000,16.9,5/1/1987,1987,5
es,sa,1987.06,2496000,16.9,6/1/1987,1987,6
es,sa,1987.07,2503000,16.8,7/1/1987,1987,7
es,sa,1987.08,2489000,16.7,8/1/1987,1987,8
es,sa,1987.09,2486000,16.6,9/1/1987,1987,9
es,sa,1987.11,2447000,16.3,11/1/1987,1987,11
es,sa,1987.12,2450000,16.3,12/1/1987,1987,12
es,sa,1988.01,2451000,16.3,1/1/1988,1988,1
es,sa,1988.02,2442000,16.2,2/1/1988,1988,2
es,sa,1988.03,2436000,16.2,3/1/1988,1988,3
es,sa,1988.04,2441000,16.2,4/1/1988,1988,4
es,sa,1988.05,2461000,16.3,5/1/1988,1988,5
es,sa,1988.06,2462000,16.2,6/1/1988,1988,6
es,sa,1988.07,2459000,16.1,7/1/1988,1988,7
es,sa,1988.08,2434000,16,8/1/1988,1988,8
es,sa,1988.09,2377000,15.6,9/1/1988,1988,9
es,sa,1988.11,2260000,14.9,11/1/1988,1988,11
es,sa,1988.12,2254000,14.8,12/1/1988,1988,12
es,sa,1989.01,2245000,14.7,1/1/1989,1989,1
es,sa,1989.02,2228000,14.6,2/1/1989,1989,2
es,sa,1989.03,2206000,14.5,3/1/1989,1989,3
es,sa,1989.04,2179000,14.2,4/1/1989,1989,4
es,sa,1989.05,2155000,14,5/1/1989,1989,5
es,sa,1989.06,2125000,13.9,6/1/1989,1989,6
es,sa,1989.07,2096000,13.5,7/1/1989,1989,7
es,sa,1989.08,2094000,13.5,8/1/1989,1989,8
es,sa,1989.09,2068000,13.3,9/1/1989,1989,9
es,sa,1989.11,2102000,13.5,11/1/1989,1989,11
es,sa,1989.12,2110000,13.5,12/1/1989,1989,12
es,sa,1990.01,2067000,13.3,1/1/1990,1990,1
es,sa,1990.02,2060000,13.2,2/1/1990,1990,2
es,sa,1990.03,2044000,13.1,3/1/1990,1990,3
es,sa,1990.04,2052000,13.1,4/1/1990,1990,4
es,sa,1990.05,2055000,13.1,5/1/1990,1990,5
es,sa,1990.06,2037000,13,6/1/1990,1990,6
es,sa,1990.07,2016000,12.9,7/1/1990,1990,7
es,sa,1990.08,2022000,12.9,8/1/1990,1990,8
es,sa,1990.09,2014000,12.8,9/1/1990,1990,9
es,sa,1990.11,2010000,12.8,11/1/1990,1990,11
es,sa,1990.12,2009000,12.8,12/1/1990,1990,12
es,sa,1991.01,1975000,12.6,1/1/1991,1991,1
es,sa,1991.02,1979000,12.6,2/1/1991,1991,2
es,sa,1991.03,1978000,12.6,3/1/1991,1991,3
es,sa,1991.04,1985000,12.7,4/1/1991,1991,4
es,sa,1991.05,2000000,12.8,5/1/1991,1991,5
es,sa,1991.06,2021000,12.9,6/1/1991,1991,6
es,sa,1991.07,2057000,13.1,7/1/1991,1991,7
es,sa,1991.08,2083000,13.2,8/1/1991,1991,8
es,sa,1991.09,2108000,13.4,9/1/1991,1991,9
es,sa,1991.11,2118000,13.5,11/1/1991,1991,11
es,sa,1991.12,2121000,13.5,12/1/1991,1991,12
es,sa,1992.01,2117000,13.5,1/1/1992,1992,1
es,sa,1992.02,2141000,13.6,2/1/1992,1992,2
es,sa,1992.03,2178000,13.8,3/1/1992,1992,3
es,sa,1992.04,2218000,14.1,4/1/1992,1992,4
es,sa,1992.05,2242000,14.3,5/1/1992,1992,5
es,sa,1992.06,2268000,14.4,6/1/1992,1992,6
es,sa,1992.07,2297000,14.7,7/1/1992,1992,7
es,sa,1992.08,2329000,14.8,8/1/1992,1992,8
es,sa,1992.09,2389000,15.2,9/1/1992,1992,9
es,sa,1992.11,2520000,16,11/1/1992,1992,11
es,sa,1992.12,2581000,16.4,12/1/1992,1992,12
es,sa,1993.01,2632000,16.8,1/1/1993,1993,1
es,sa,1993.02,2696000,17.2,2/1/1993,1993,2
es,sa,1993.03,2774000,17.6,3/1/1993,1993,3
es,sa,1993.04,2790000,17.8,4/1/1993,1993,4
es,sa,1993.05,2822000,18,5/1/1993,1993,5
es,sa,1993.06,2904000,18.4,6/1/1993,1993,6
es,sa,1993.07,2955000,18.7,7/1/1993,1993,7
es,sa,1993.08,2962000,18.8,8/1/1993,1993,8
es,sa,1993.09,2995000,19,9/1/1993,1993,9
es,sa,1993.11,3044000,19.3,11/1/1993,1993,11
es,sa,1993.12,3063000,19.4,12/1/1993,1993,12
es,sa,1994.01,3096000,19.6,1/1/1994,1994,1
es,sa,1994.02,3108000,19.6,2/1/1994,1994,2
es,sa,1994.03,3111000,19.7,3/1/1994,1994,3
es,sa,1994.04,3135000,19.8,4/1/1994,1994,4
es,sa,1994.05,3140000,19.8,5/1/1994,1994,5
es,sa,1994.06,3130000,19.7,6/1/1994,1994,6
es,sa,1994.07,3091000,19.5,7/1/1994,1994,7
es,sa,1994.08,3082000,19.5,8/1/1994,1994,8
es,sa,1994.09,3074000,19.4,9/1/1994,1994,9
es,sa,1994.11,3053000,19.3,11/1/1994,1994,11
es,sa,1994.12,3028000,19.1,12/1/1994,1994,12
es,sa,1995.01,2979000,18.7,1/1/1995,1995,1
es,sa,1995.02,2981000,18.7,2/1/1995,1995,2
es,sa,1995.03,2955000,18.6,3/1/1995,1995,3
es,sa,1995.04,2931000,18.4,4/1/1995,1995,4
es,sa,1995.05,2943000,18.4,5/1/1995,1995,5
es,sa,1995.06,2949000,18.4,6/1/1995,1995,6
es,sa,1995.07,2953000,18.4,7/1/1995,1995,7
es,sa,1995.08,2969000,18.4,8/1/1995,1995,8
es,sa,1995.09,2984000,18.5,9/1/1995,1995,9
es,sa,1995.11,2960000,18.3,11/1/1995,1995,11
es,sa,1995.12,2912000,18,12/1/1995,1995,12
es,sa,1996.01,2937000,18.1,1/1/1996,1996,1
es,sa,1996.02,2961000,18.2,2/1/1996,1996,2
es,sa,1996.03,2968000,18.2,3/1/1996,1996,3
es,sa,1996.04,2954000,18.1,4/1/1996,1996,4
es,sa,1996.05,2949000,18,5/1/1996,1996,5
es,sa,1996.06,2948000,18,6/1/1996,1996,6
es,sa,1996.07,2940000,17.9,7/1/1996,1996,7
es,sa,1996.08,2916000,17.7,8/1/1996,1996,8
es,sa,1996.09,2910000,17.6,9/1/1996,1996,9
es,sa,1996.11,2876000,17.4,11/1/1996,1996,11
es,sa,1996.12,2847000,17.2,12/1/1996,1996,12
es,sa,1997.01,2842000,17.1,1/1/1997,1997,1
es,sa,1997.02,2843000,17.1,2/1/1997,1997,2
es,sa,1997.03,2828000,17,3/1/1997,1997,3
es,sa,1997.04,2830000,17,4/1/1997,1997,4
es,sa,1997.05,2826000,17,5/1/1997,1997,5
es,sa,1997.06,2818000,16.9,6/1/1997,1997,6
es,sa,1997.07,2787000,16.7,7/1/1997,1997,7
es,sa,1997.08,2759000,16.5,8/1/1997,1997,8
es,sa,1997.09,2757000,16.4,9/1/1997,1997,9
es,sa,1997.11,2713000,16.1,11/1/1997,1997,11
es,sa,1997.12,2686000,15.9,12/1/1997,1997,12
es,sa,1998.01,2644000,15.7,1/1/1998,1998,1
es,sa,1998.02,2618000,15.5,2/1/1998,1998,2
es,sa,1998.03,2609000,15.4,3/1/1998,1998,3
es,sa,1998.04,2601000,15.4,4/1/1998,1998,4
es,sa,1998.05,2592000,15.3,5/1/1998,1998,5
es,sa,1998.06,2575000,15.2,6/1/1998,1998,6
es,sa,1998.07,2544000,15,7/1/1998,1998,7
es,sa,1998.08,2524000,14.8,8/1/1998,1998,8
es,sa,1998.09,2501000,14.7,9/1/1998,1998,9
es,sa,1998.11,2444000,14.3,11/1/1998,1998,11
es,sa,1998.12,2399000,14,12/1/1998,1998,12
es,sa,1999.01,2333000,13.6,1/1/1999,1999,1
es,sa,1999.02,2275000,13.3,2/1/1999,1999,2
es,sa,1999.03,2230000,13,3/1/1999,1999,3
es,sa,1999.04,2192000,12.7,4/1/1999,1999,4
es,sa,1999.05,2165000,12.6,5/1/1999,1999,5
es,sa,1999.06,2150000,12.4,6/1/1999,1999,6
es,sa,1999.07,2138000,12.4,7/1/1999,1999,7
es,sa,1999.08,2131000,12.3,8/1/1999,1999,8
es,sa,1999.09,2114000,12.2,9/1/1999,1999,9
es,sa,1999.11,2075000,11.9,11/1/1999,1999,11
es,sa,1999.12,2068000,11.8,12/1/1999,1999,12
es,sa,2000.01,2076000,11.8,1/1/2000,2000,1
es,sa,2000.02,2063000,11.6,2/1/2000,2000,2
es,sa,2000.03,2040000,11.5,3/1/2000,2000,3
es,sa,2000.04,2022000,11.4,4/1/2000,2000,4
es,sa,2000.05,2003000,11.2,5/1/2000,2000,5
es,sa,2000.06,1979000,11.1,6/1/2000,2000,6
es,sa,2000.07,1965000,11,7/1/2000,2000,7
es,sa,2000.08,1944000,10.8,8/1/2000,2000,8
es,sa,2000.09,1932000,10.8,9/1/2000,2000,9
es,sa,2000.11,1918000,10.7,11/1/2000,2000,11
es,sa,2000.12,1896000,10.5,12/1/2000,2000,12
es,sa,2001.01,1850000,10.3,1/1/2001,2001,1
es,sa,2001.02,1890000,10.5,2/1/2001,2001,2
es,sa,2001.03,1882000,10.5,3/1/2001,2001,3
es,sa,2001.04,1864000,10.4,4/1/2001,2001,4
es,sa,2001.05,1909000,10.6,5/1/2001,2001,5
es,sa,2001.06,1868000,10.3,6/1/2001,2001,6
es,sa,2001.07,1862000,10.3,7/1/2001,2001,7
es,sa,2001.08,1872000,10.3,8/1/2001,2001,8
es,sa,2001.09,1865000,10.2,9/1/2001,2001,9
es,sa,2001.11,1899000,10.3,11/1/2001,2001,11
es,sa,2001.12,1931000,10.5,12/1/2001,2001,12
es,sa,2002.01,1976000,10.7,1/1/2002,2002,1
es,sa,2002.02,2067000,11.1,2/1/2002,2002,2
es,sa,2002.03,2030000,10.9,3/1/2002,2002,3
es,sa,2002.04,2053000,11,4/1/2002,2002,4
es,sa,2002.05,2068000,11,5/1/2002,2002,5
es,sa,2002.06,2081000,11.1,6/1/2002,2002,6
es,sa,2002.07,2132000,11.3,7/1/2002,2002,7
es,sa,2002.08,2145000,11.3,8/1/2002,2002,8
es,sa,2002.09,2149000,11.3,9/1/2002,2002,9
es,sa,2002.11,2144000,11.2,11/1/2002,2002,11
es,sa,2002.12,2154000,11.2,12/1/2002,2002,12
es,sa,2003.01,2163000,11.2,1/1/2003,2003,1
es,sa,2003.02,2166000,11.2,2/1/2003,2003,2
es,sa,2003.03,2167000,11.2,3/1/2003,2003,3
es,sa,2003.04,2146000,11,4/1/2003,2003,4
es,sa,2003.05,2143000,11,5/1/2003,2003,5
es,sa,2003.06,2171000,11.1,6/1/2003,2003,6
es,sa,2003.07,2191000,11.2,7/1/2003,2003,7
es,sa,2003.08,2197000,11.2,8/1/2003,2003,8
es,sa,2003.09,2200000,11.1,9/1/2003,2003,9
es,sa,2003.11,2176000,11,11/1/2003,2003,11
es,sa,2003.12,2187000,11,12/1/2003,2003,12
es,sa,2004.01,2169000,10.9,1/1/2004,2004,1
es,sa,2004.02,2149000,10.7,2/1/2004,2004,2
es,sa,2004.03,2133000,10.7,3/1/2004,2004,3
es,sa,2004.04,2173000,10.8,4/1/2004,2004,4
es,sa,2004.05,2174000,10.8,5/1/2004,2004,5
es,sa,2004.06,2179000,10.8,6/1/2004,2004,6
es,sa,2004.07,2170000,10.7,7/1/2004,2004,7
es,sa,2004.08,2172000,10.7,8/1/2004,2004,8
es,sa,2004.09,2157000,10.6,9/1/2004,2004,9
es,sa,2004.11,2093000,10.2,11/1/2004,2004,11
es,sa,2004.12,2062000,10,12/1/2004,2004,12
es,sa,2005.01,2038000,9.9,1/1/2005,2005,1
es,sa,2005.02,2018000,9.8,2/1/2005,2005,2
es,sa,2005.03,2009000,9.7,3/1/2005,2005,3
es,sa,2005.04,1999000,9.6,4/1/2005,2005,4
es,sa,2005.05,1960000,9.4,5/1/2005,2005,5
es,sa,2005.06,1908000,9.2,6/1/2005,2005,6
es,sa,2005.07,1863000,8.9,7/1/2005,2005,7
es,sa,2005.08,1825000,8.7,8/1/2005,2005,8
es,sa,2005.09,1810000,8.6,9/1/2005,2005,9
es,sa,2005.11,1844000,8.7,11/1/2005,2005,11
es,sa,2005.12,1857000,8.8,12/1/2005,2005,12
es,sa,2006.01,1852000,8.7,1/1/2006,2006,1
es,sa,2006.02,1851000,8.7,2/1/2006,2006,2
es,sa,2006.03,1856000,8.7,3/1/2006,2006,3
es,sa,2006.04,1850000,8.6,4/1/2006,2006,4
es,sa,2006.05,1848000,8.6,5/1/2006,2006,5
es,sa,2006.06,1834000,8.5,6/1/2006,2006,6
es,sa,2006.07,1836000,8.5,7/1/2006,2006,7
es,sa,2006.08,1833000,8.5,8/1/2006,2006,8
es,sa,2006.09,1817000,8.4,9/1/2006,2006,9
es,sa,2006.11,1815000,8.3,11/1/2006,2006,11
es,sa,2006.12,1814000,8.3,12/1/2006,2006,12
es,sa,2007.01,1802000,8.2,1/1/2007,2007,1
es,sa,2007.02,1784000,8.1,2/1/2007,2007,2
es,sa,2007.03,1769000,8,3/1/2007,2007,3
es,sa,2007.04,1755000,8,4/1/2007,2007,4
es,sa,2007.05,1752000,7.9,5/1/2007,2007,5
es,sa,2007.06,1783000,8.1,6/1/2007,2007,6
es,sa,2007.07,1820000,8.2,7/1/2007,2007,7
es,sa,2007.08,1863000,8.4,8/1/2007,2007,8
es,sa,2007.09,1880000,8.4,9/1/2007,2007,9
es,sa,2007.11,1934000,8.6,11/1/2007,2007,11
es,sa,2007.12,1983000,8.8,12/1/2007,2007,12
es,sa,2008.01,2036000,9,1/1/2008,2008,1
es,sa,2008.02,2090000,9.2,2/1/2008,2008,2
